Combination,Load,Sliding Distance,Sliding Speed,Phase,Wear Rate
AlNiTiMoSi,30,500,2,BCC_FCC,2.64
AlNiTiMoSi,30,500,3,BCC_FCC,2.996
AlNiTiMoSi,30,1000,1,BCC_FCC,2.782
AlNiTiMoSi,30,1000,2,BCC_FCC,2.753
AlNiTiMoSi,30,1000,3,BCC_FCC,2.832
AlNiTiMoSi,30,1500,1,BCC_FCC,2.527
AlNiTiMoSi,30,1500,2,BCC_FCC,2.72
AlNiTiMoSi,30,1500,3,BCC_FCC,2.657
AlMnTiMoSi,10,500,1,MIP,2.809
AlMnTiMoSi,10,500,2,MIP,2.89
AlMnTiMoSi,10,500,3,MIP,2.962
AlMnTiMoSi,10,1000,1,MIP,2.821
AlMnTiMoSi,10,1000,2,MIP,2.918
AlMnTiMoSi,10,1000,3,MIP,2.748
AlMnTiMoSi,10,1500,1,MIP,2.849
AlMnTiMoSi,10,1500,2,MIP,2.956
AlMnTiMoSi,10,1500,3,MIP,2.56
AlMnTiMoSi,20,500,1,MIP,2.298
AlMnTiMoSi,20,500,2,MIP,2.321
AlMnTiMoSi,20,500,3,MIP,2.338
AlMnTiMoSi,20,1000,1,MIP,2.291
AlMnTiMoSi,20,1000,2,MIP,2.338
AlMnTiMoSi,20,1000,3,MIP,2.396
AlMnTiMoSi,20,1500,1,MIP,2.307
AlMnTiMoSi,20,1500,2,MIP,2.362
AlMnTiMoSi,20,1500,3,MIP,2.444
AlMnTiMoSi,30,500,1,MIP,2.682
AlMnTiMoSi,30,500,2,MIP,1.342
AlMnTiMoSi,30,500,3,MIP,1.539
AlMnTiMoSi,30,1000,1,MIP,1.084
AlMnTiMoSi,30,1000,2,MIP,1.495
AlMnTiMoSi,30,1000,3,MIP,1.655
AlMnTiMoSi,30,1500,1,MIP,1.376
AlMnTiMoSi,30,1500,2,MIP,1.61
AlMnTiMoSi,30,1500,3,MIP,1.776
CrCoFeNiMn,10,500,1,FCC,2.921
CrCoFeNiMn,10,500,2,FCC,2.981
CrCoFeNiMn,10,500,3,FCC,2.749
CrCoFeNiMn,10,1000,1,FCC,2.857
CrCoFeNiMn,10,1000,2,FCC,2.855
CrCoFeNiMn,10,1000,3,FCC,2.687
CrCoFeNiMn,10,1500,1,FCC,2.769
CrCoFeNiMn,10,1500,2,FCC,2.877
CrCoFeNiMn,10,1500,3,FCC,2.528
CrCoFeNiMn,20,500,1,FCC,2.941
CrCoFeNiMn,20,500,2,FCC,2.81
CrCoFeNiMn,20,500,3,FCC,2.593
CrCoFeNiMn,20,1000,1,FCC,2.95
CrCoFeNiMn,20,1000,2,FCC,2.754
CrCoFeNiMn,20,1000,3,FCC,2.999
CrCoFeNiMn,20,1500,1,FCC,2.915
CrCoFeNiMn,20,1500,2,FCC,2.674
CrCoFeNiMn,20,1500,3,FCC,2.958
CrCoFeNiMn,30,500,1,FCC,2.535
CrCoFeNiMn,30,500,2,FCC,2.69
CrCoFeNiMn,30,500,3,FCC,2.945
CrCoFeNiMn,30,1000,1,FCC,2.583
CrCoFeNiMn,30,1000,2,FCC,2.824
CrCoFeNiMn,30,1000,3,FCC,2.813
CrCoFeNiMn,30,1500,1,FCC,2.786
CrCoFeNiMn,30,1500,2,FCC,2.783
CrCoFeNiMn,30,1500,3,FCC,2.562
CrCoFeNiTi,10,500,1,MIP,2.043
CrCoFeNiTi,10,500,2,MIP,1.899
CrCoFeNiTi,10,500,3,MIP,1.768
CrCoFeNiTi,10,1000,1,MIP,2.013
CrCoFeNiTi,10,1000,2,MIP,1.749
CrCoFeNiTi,10,1000,3,MIP,1.673
CrCoFeNiTi,10,1500,1,MIP,1.948
CrCoFeNiTi,10,1500,2,MIP,1.658
CrCoFeNiTi,10,1500,3,MIP,1.599
CrCoFeNiTi,20,500,1,MIP,1.458
CrCoFeNiTi,20,500,2,MIP,1.404
CrCoFeNiTi,20,500,3,MIP,1.544
CrCoFeNiTi,20,1000,1,MIP,1.602
CrCoFeNiTi,20,1000,2,MIP,1.524
CrCoFeNiTi,20,1000,3,MIP,1.46
CrCoFeNiTi,20,1500,1,MIP,1.621
CrCoFeNiTi,20,1500,2,MIP,1.473
CrCoFeNiTi,20,1500,3,MIP,1.415
CrCoFeNiTi,30,500,1,MIP,1.361
CrCoFeNiTi,30,500,2,MIP,1.448
CrCoFeNiTi,30,500,3,MIP,1.662
CrCoFeNiTi,30,1000,1,MIP,1.638
CrCoFeNiTi,30,1000,2,MIP,1.756
CrCoFeNiTi,30,1000,3,MIP,1.717
CrCoFeNiTi,30,1500,1,MIP,1.906
CrCoFeNiTi,30,1500,2,MIP,1.929
CrCoFeNiTi,30,1500,3,MIP,1.718
CrCoFeNiMo,10,500,1,MIP,2.773
CrCoFeNiMo,10,500,2,MIP,2.587
CrCoFeNiMo,10,500,3,MIP,2.798
CrCoFeNiMo,10,1000,1,MIP,2.689
CrCoFeNiMo,10,1000,2,MIP,2.66
CrCoFeNiMo,10,1000,3,MIP,2.54
CrCoFeNiMo,10,1500,1,MIP,2.565
CrCoFeNiMo,10,1500,2,MIP,2.853
CrCoFeNiMo,10,1500,3,MIP,2.641
CrCoFeNiMo,20,500,1,MIP,2.838
CrCoFeNiMo,20,500,2,MIP,2.637
CrCoFeNiMo,20,500,3,MIP,2.59
CrCoFeNiMo,20,1000,1,MIP,2.998
CrCoFeNiMo,20,1000,2,MIP,2.715
CrCoFeNiMo,20,1000,3,MIP,2.83
CrCoFeNiMo,20,1500,1,MIP,2.648
CrCoFeNiMo,20,1500,2,MIP,2.977
CrCoFeNiMo,20,1500,3,MIP,2.549
CrCoFeNiMo,30,500,1,MIP,2.813
CrCoFeNiMo,30,500,2,MIP,2.554
CrCoFeNiMo,30,500,3,MIP,2.893
CrCoFeNiMo,30,1000,1,MIP,2.595
CrCoFeNiMo,30,1000,2,MIP,2.899
CrCoFeNiMo,30,1000,3,MIP,2.609
CrCoFeNiMo,30,1500,1,MIP,2.801
CrCoFeNiMo,30,1500,2,MIP,2.754
CrCoFeNiMo,30,1500,3,MIP,2.623
CrCoFeNiSi,10,500,1,MIP,2.627
CrCoFeNiSi,10,500,2,MIP,2.943
CrCoFeNiSi,10,500,3,MIP,2.642
CrCoFeNiSi,10,1000,1,MIP,2.92
CrCoFeNiSi,10,1000,2,MIP,2.554
CrCoFeNiSi,10,1000,3,MIP,2.543
CrCoFeNiSi,10,1500,1,MIP,2.769
CrCoFeNiSi,10,1500,2,MIP,2.909
CrCoFeNiSi,10,1500,3,MIP,2.964
CrCoFeNiSi,20,500,1,MIP,2.859
CrCoFeNiSi,20,500,2,MIP,2.632
CrCoFeNiSi,20,500,3,MIP,2.762
CrCoFeNiSi,20,1000,1,MIP,2.961
CrCoFeNiSi,20,1000,2,MIP,2.859
CrCoFeNiSi,20,1000,3,MIP,2.763
CrCoFeNiSi,20,1500,1,MIP,2.835
CrCoFeNiSi,20,1500,2,MIP,2.949
CrCoFeNiSi,20,1500,3,MIP,2.529
CrCoFeNiSi,30,500,1,MIP,2.904
CrCoFeNiSi,30,500,2,MIP,2.818
CrCoFeNiSi,30,500,3,MIP,2.751
CrCoFeNiSi,30,1000,1,MIP,2.776
CrCoFeNiSi,30,1000,2,MIP,2.869
CrCoFeNiSi,30,1000,3,MIP,2.931
CrCoFeNiSi,30,1500,1,MIP,2.887
CrCoFeNiSi,30,1500,2,MIP,2.624
CrCoFeNiSi,30,1500,3,MIP,2.696
CrCoFeMnTi,10,500,1,BCC,2.936
CrCoFeMnTi,10,500,2,BCC,2.663
CrCoFeMnTi,10,500,3,BCC,2.618
CrCoFeMnTi,10,1000,1,BCC,2.526
CrCoFeMnTi,10,1000,2,BCC,2.833
CrCoFeMnTi,10,1000,3,BCC,2.644
CrCoFeMnTi,10,1500,1,BCC,2.789
CrCoFeMnTi,10,1500,2,BCC,2.969
CrCoFeMnTi,10,1500,3,BCC,2.724
CrCoFeMnTi,20,500,1,BCC,2.836
CrCoFeMnTi,20,500,2,BCC,2.59
CrCoFeMnTi,20,500,3,BCC,2.433
CrCoFeMnTi,20,1000,1,BCC,2.819
CrCoFeMnTi,20,1000,2,BCC,2.929
CrCoFeMnTi,20,1000,3,BCC,2.748
CrCoFeMnTi,20,1500,1,BCC,2.772
CrCoFeMnTi,20,1500,2,BCC,2.916
CrCoFeMnTi,20,1500,3,BCC,2.999
CrCoFeMnTi,30,500,1,BCC,2.904
CrCoFeMnTi,30,500,2,BCC,2.641
CrCoFeMnTi,30,500,3,BCC,2.39
CrCoFeMnTi,30,1000,1,BCC,2.959
CrCoFeMnTi,30,1000,2,BCC,2.898
CrCoFeMnTi,30,1000,3,BCC,2.96
CrCoFeMnTi,30,1500,1,BCC,2.647
CrCoFeMnTi,30,1500,2,BCC,2.684
CrCoFeMnTi,30,1500,3,BCC,2.628
CrCoFeMnMo,10,500,1,BCC,2.609
CrCoFeMnMo,10,500,2,BCC,2.779
CrCoFeMnMo,10,500,3,BCC,2.945
CrCoFeMnMo,10,1000,1,BCC,2.529
CrCoFeMnMo,10,1000,2,BCC,2.762
CrCoFeMnMo,10,1000,3,BCC,2.656
CrCoFeMnMo,10,1500,1,BCC,2.856
CrCoFeMnMo,10,1500,2,BCC,2.812
CrCoFeMnMo,10,1500,3,BCC,2.556
CrCoFeMnMo,20,500,1,BCC,2.888
CrCoFeMnMo,20,500,2,BCC,2.652
CrCoFeMnMo,20,500,3,BCC,2.849
CrCoFeMnMo,20,1000,1,BCC,2.962
CrCoFeMnMo,20,1000,2,BCC,2.738
CrCoFeMnMo,20,1000,3,BCC,2.766
CrCoFeMnMo,20,1500,1,BCC,2.792
CrCoFeMnMo,20,1500,2,BCC,2.858
CrCoFeMnMo,20,1500,3,BCC,2.861
CrCoFeMnMo,30,500,1,BCC,2.994
CrCoFeMnMo,30,500,2,BCC,2.766
CrCoFeMnMo,30,500,3,BCC,2.591
CrCoFeMnMo,30,1000,1,BCC,2.767
CrCoFeMnMo,30,1000,2,BCC,2.519
CrCoFeMnMo,30,1000,3,BCC,2.507
CrCoFeMnMo,30,1500,1,BCC,2.839
CrCoFeMnMo,30,1500,2,BCC,2.894
CrCoFeMnMo,30,1500,3,BCC,2.876
CrCoFeMnSi,10,500,1,FCC,2.907
CrCoFeMnSi,10,500,2,FCC,2.567
CrCoFeMnSi,10,500,3,FCC,2.636
CrCoFeMnSi,10,1000,1,FCC,2.878
CrCoFeMnSi,10,1000,2,FCC,2.733
CrCoFeMnSi,10,1000,3,FCC,2.98
CrCoFeMnSi,10,1500,1,FCC,2.506
CrCoFeMnSi,10,1500,2,FCC,2.818
CrCoFeMnSi,10,1500,3,FCC,2.851
CrCoFeMnSi,20,500,1,FCC,2.899
CrCoFeMnSi,20,500,2,FCC,2.598
CrCoFeMnSi,20,500,3,FCC,2.846
CrCoFeMnSi,20,1000,1,FCC,2.794
CrCoFeMnSi,20,1000,2,FCC,2.947
CrCoFeMnSi,20,1000,3,FCC,2.566
CrCoFeMnSi,20,1500,1,FCC,2.981
CrCoFeMnSi,20,1500,2,FCC,2.974
CrCoFeMnSi,20,1500,3,FCC,2.766
CrCoFeMnSi,30,500,1,FCC,2.553
CrCoFeMnSi,30,500,2,FCC,2.871
CrCoFeMnSi,30,500,3,FCC,2.773
CrCoFeMnSi,30,1000,1,FCC,2.94
CrCoFeMnSi,30,1000,2,FCC,2.655
CrCoFeMnSi,30,1000,3,FCC,2.649
CrCoFeMnSi,30,1500,1,FCC,2.607
CrCoFeMnSi,30,1500,2,FCC,2.559
CrCoFeMnSi,30,1500,3,FCC,2.897
CrCoFeTiMo,10,500,1,BCC_FCC,2.753
CrCoFeTiMo,10,500,2,BCC_FCC,2.858
CrCoFeTiMo,10,500,3,BCC_FCC,2.622
CrCoFeTiMo,10,1000,1,BCC_FCC,2.801
CrCoFeTiMo,10,1000,2,BCC_FCC,2.908
CrCoFeTiMo,10,1000,3,BCC_FCC,2.513
CrCoFeTiMo,10,1500,1,BCC_FCC,2.513
CrCoFeTiMo,10,1500,2,BCC_FCC,2.853
CrCoFeTiMo,10,1500,3,BCC_FCC,2.959
CrCoFeTiMo,20,500,1,BCC_FCC,1.705
CrCoFeTiMo,20,500,2,BCC_FCC,2.426
CrCoFeTiMo,20,500,3,BCC_FCC,2.545
CrCoFeTiMo,20,1000,1,BCC_FCC,1.9
CrCoFeTiMo,20,1000,2,BCC_FCC,2.641
CrCoFeTiMo,20,1000,3,BCC_FCC,2.936
CrCoFeTiMo,20,1500,1,BCC_FCC,2.143
CrCoFeTiMo,20,1500,2,BCC_FCC,2.953
CrCoFeTiMo,20,1500,3,BCC_FCC,2.947
CrCoFeTiMo,30,500,1,BCC_FCC,2.601
CrCoFeTiMo,30,500,2,BCC_FCC,2.607
CrCoFeTiMo,30,500,3,BCC_FCC,2.762
CrCoFeTiMo,30,1000,1,BCC_FCC,2.699
CrCoFeTiMo,30,1000,2,BCC_FCC,2.981
CrCoFeTiMo,30,1000,3,BCC_FCC,2.806
CrCoFeTiMo,30,1500,1,BCC_FCC,2.525
CrCoFeTiMo,30,1500,2,BCC_FCC,2.624
CrCoFeTiMo,30,1500,3,BCC_FCC,2.946
CrCoFeTiSi,10,500,1,BCC_FCC,2.675
CrCoFeTiSi,10,500,2,BCC_FCC,2.965
CrCoFeTiSi,10,500,3,BCC_FCC,2.504
CrCoFeTiSi,10,1000,1,BCC_FCC,2.664
CrCoFeTiSi,10,1000,2,BCC_FCC,2.59
CrCoFeTiSi,10,1000,3,BCC_FCC,2.84
CrCoFeTiSi,10,1500,1,BCC_FCC,2.507
CrCoFeTiSi,10,1500,2,BCC_FCC,2.964
CrCoFeTiSi,10,1500,3,BCC_FCC,2.999
CrCoFeTiSi,20,500,1,BCC_FCC,2.86
CrCoFeTiSi,20,500,2,BCC_FCC,2.676
CrCoFeTiSi,20,500,3,BCC_FCC,2.898
CrCoFeTiSi,20,1000,1,BCC_FCC,2.603
CrCoFeTiSi,20,1000,2,BCC_FCC,2.958
CrCoFeTiSi,20,1000,3,BCC_FCC,2.876
CrCoFeTiSi,20,1500,1,BCC_FCC,2.608
CrCoFeTiSi,20,1500,2,BCC_FCC,2.87
CrCoFeTiSi,20,1500,3,BCC_FCC,2.761
CrCoFeTiSi,30,500,1,BCC_FCC,2.77
CrCoFeTiSi,30,500,2,BCC_FCC,2.648
CrCoFeTiSi,30,500,3,BCC_FCC,2.933
CrCoFeTiSi,30,1000,1,BCC_FCC,2.666
CrCoFeTiSi,30,1000,2,BCC_FCC,2.603
CrCoFeTiSi,30,1000,3,BCC_FCC,2.622
CrCoFeTiSi,30,1500,1,BCC_FCC,2.666
CrCoFeTiSi,30,1500,2,BCC_FCC,2.9
CrCoFeTiSi,30,1500,3,BCC_FCC,2.51
CrCoFeMoSi,10,500,1,FCC,2.605
CrCoFeMoSi,10,500,2,FCC,2.75
CrCoFeMoSi,10,500,3,FCC,2.806
CrCoFeMoSi,10,1000,1,FCC,2.754
CrCoFeMoSi,10,1000,2,FCC,2.874
CrCoFeMoSi,10,1000,3,FCC,2.825
CrCoFeMoSi,10,1500,1,FCC,2.5
CrCoFeMoSi,10,1500,2,FCC,2.985
CrCoFeMoSi,10,1500,3,FCC,2.776
CrCoFeMoSi,20,500,1,FCC,2.923
CrCoFeMoSi,20,500,2,FCC,2.866
CrCoFeMoSi,20,500,3,FCC,2.533
CrCoFeMoSi,20,1000,1,FCC,2.593
CrCoFeMoSi,20,1000,2,FCC,2.88
CrCoFeMoSi,20,1000,3,FCC,2.715
CrCoFeMoSi,20,1500,1,FCC,2.772
CrCoFeMoSi,20,1500,2,FCC,2.96
CrCoFeMoSi,20,1500,3,FCC,2.938
CrCoFeMoSi,30,500,1,FCC,1.908
CrCoFeMoSi,30,500,2,FCC,2.369
CrCoFeMoSi,30,500,3,FCC,2.837
CrCoFeMoSi,30,1000,1,FCC,2.212
CrCoFeMoSi,30,1000,2,FCC,2.667
CrCoFeMoSi,30,1000,3,FCC,2.877
CrCoFeMoSi,30,1500,1,FCC,2.579
CrCoFeMoSi,30,1500,2,FCC,2.895
CrCoFeMoSi,30,1500,3,FCC,2.618
CrCoNiMnTi,10,500,1,BCC,2.85
CrCoNiMnTi,10,500,2,BCC,2.948
CrCoNiMnTi,10,500,3,BCC,2.561
CrCoNiMnTi,10,1000,1,BCC,2.662
CrCoNiMnTi,10,1000,2,BCC,2.878
CrCoNiMnTi,10,1000,3,BCC,2.55
CrCoNiMnTi,10,1500,1,BCC,2.734
CrCoNiMnTi,10,1500,2,BCC,2.858
CrCoNiMnTi,10,1500,3,BCC,2.553
CrCoNiMnTi,20,500,1,BCC,2.586
CrCoNiMnTi,20,500,2,BCC,2.921
CrCoNiMnTi,20,500,3,BCC,2.566
CrCoNiMnTi,20,1000,1,BCC,2.721
CrCoNiMnTi,20,1000,2,BCC,2.543
CrCoNiMnTi,20,1000,3,BCC,2.586
CrCoNiMnTi,20,1500,1,BCC,2.629
CrCoNiMnTi,20,1500,2,BCC,2.702
CrCoNiMnTi,20,1500,3,BCC,2.627
CrCoNiMnTi,30,500,1,BCC,2.993
CrCoNiMnTi,30,500,2,BCC,2.604
CrCoNiMnTi,30,500,3,BCC,2.901
CrCoNiMnTi,30,1000,1,BCC,2.786
CrCoNiMnTi,30,1000,2,BCC,2.708
CrCoNiMnTi,30,1000,3,BCC,2.656
CrCoNiMnTi,30,1500,1,BCC,2.915
CrCoNiMnTi,30,1500,2,BCC,2.78
CrCoNiMnTi,30,1500,3,BCC,2.768
CrCoNiMnMo,10,500,1,FCC,2.506
CrCoNiMnMo,10,500,2,FCC,2.603
CrCoNiMnMo,10,500,3,FCC,2.863
CrCoNiMnMo,10,1000,1,FCC,2.868
CrCoNiMnMo,10,1000,2,FCC,2.724
CrCoNiMnMo,10,1000,3,FCC,2.897
CrCoNiMnMo,10,1500,1,FCC,2.603
CrCoNiMnMo,10,1500,2,FCC,2.602
CrCoNiMnMo,10,1500,3,FCC,2.806
CrCoNiMnMo,20,500,1,FCC,2.513
CrCoNiMnMo,20,500,2,FCC,2.661
CrCoNiMnMo,20,500,3,FCC,2.526
CrCoNiMnMo,20,1000,1,FCC,2.507
CrCoNiMnMo,20,1000,2,FCC,2.68
CrCoNiMnMo,20,1000,3,FCC,2.959
CrCoNiMnMo,20,1500,1,FCC,2.513
CrCoNiMnMo,20,1500,2,FCC,2.983
CrCoNiMnMo,20,1500,3,FCC,2.845
CrCoNiMnMo,30,500,1,FCC,2.592
CrCoNiMnMo,30,500,2,FCC,2.536
CrCoNiMnMo,30,500,3,FCC,2.531
CrCoNiMnMo,30,1000,1,FCC,2.808
CrCoNiMnMo,30,1000,2,FCC,2.734
CrCoNiMnMo,30,1000,3,FCC,2.686
CrCoNiMnMo,30,1500,1,FCC,2.931
CrCoNiMnMo,30,1500,2,FCC,2.566
CrCoNiMnMo,30,1500,3,FCC,2.75
CrCoNiMnSi,10,500,1,BCC_FCC,2.728
CrCoNiMnSi,10,500,2,BCC_FCC,2.5
CrCoNiMnSi,10,500,3,BCC_FCC,2.805
CrCoNiMnSi,10,1000,1,BCC_FCC,2.69
CrCoNiMnSi,10,1000,2,BCC_FCC,2.513
CrCoNiMnSi,10,1000,3,BCC_FCC,2.93
CrCoNiMnSi,10,1500,1,BCC_FCC,2.853
CrCoNiMnSi,10,1500,2,BCC_FCC,2.883
CrCoNiMnSi,10,1500,3,BCC_FCC,2.842
CrCoNiMnSi,20,500,1,BCC_FCC,2.941
CrCoNiMnSi,20,500,2,BCC_FCC,2.982
CrCoNiMnSi,20,500,3,BCC_FCC,2.585
CrCoNiMnSi,20,1000,1,BCC_FCC,2.653
CrCoNiMnSi,20,1000,2,BCC_FCC,2.816
CrCoNiMnSi,20,1000,3,BCC_FCC,2.826
CrCoNiMnSi,20,1500,1,BCC_FCC,2.588
CrCoNiMnSi,20,1500,2,BCC_FCC,2.623
CrCoNiMnSi,20,1500,3,BCC_FCC,2.882
CrCoNiMnSi,30,500,1,BCC_FCC,2.921
CrCoNiMnSi,30,500,2,BCC_FCC,2.847
CrCoNiMnSi,30,500,3,BCC_FCC,2.926
CrCoNiMnSi,30,1000,1,BCC_FCC,2.939
CrCoNiMnSi,30,1000,2,BCC_FCC,2.834
CrCoNiMnSi,30,1000,3,BCC_FCC,2.692
CrCoNiMnSi,30,1500,1,BCC_FCC,2.723
CrCoNiMnSi,30,1500,2,BCC_FCC,2.674
CrCoNiMnSi,30,1500,3,BCC_FCC,2.72
CrCoNiTiMo,10,500,1,FCC,2.623
CrCoNiTiMo,10,500,2,FCC,2.511
CrCoNiTiMo,10,500,3,FCC,2.91
CrCoNiTiMo,10,1000,1,FCC,2.657
CrCoNiTiMo,10,1000,2,FCC,2.813
CrCoNiTiMo,10,1000,3,FCC,2.678
CrCoNiTiMo,10,1500,1,FCC,2.865
CrCoNiTiMo,10,1500,2,FCC,2.621
CrCoNiTiMo,10,1500,3,FCC,2.542
CrCoNiTiMo,20,500,1,FCC,1.716
CrCoNiTiMo,20,500,2,FCC,1.722
CrCoNiTiMo,20,500,3,FCC,1.699
CrCoNiTiMo,20,1000,1,FCC,1.729
CrCoNiTiMo,20,1000,2,FCC,1.587
CrCoNiTiMo,20,1000,3,FCC,1.603
CrCoNiTiMo,20,1500,1,FCC,1.636
CrCoNiTiMo,20,1500,2,FCC,1.474
CrCoNiTiMo,20,1500,3,FCC,1.505
CrCoNiTiMo,30,500,1,FCC,2.782
CrCoNiTiMo,30,500,2,FCC,2.724
CrCoNiTiMo,30,500,3,FCC,2.719
CrCoNiTiMo,30,1000,1,FCC,2.534
CrCoNiTiMo,30,1000,2,FCC,2.934
CrCoNiTiMo,30,1000,3,FCC,1.023
CrCoNiTiMo,30,1500,1,FCC,2.757
CrCoNiTiMo,30,1500,2,FCC,2.586
CrCoNiTiMo,30,1500,3,FCC,1.016
CrCoNiTiSi,10,500,1,BCC,2.967
CrCoNiTiSi,10,500,2,BCC,2.826
CrCoNiTiSi,10,500,3,BCC,2.651
CrCoNiTiSi,10,1000,1,BCC,2.843
CrCoNiTiSi,10,1000,2,BCC,2.763
CrCoNiTiSi,10,1000,3,BCC,2.578
CrCoNiTiSi,10,1500,1,BCC,2.64
CrCoNiTiSi,10,1500,2,BCC,2.645
CrCoNiTiSi,10,1500,3,BCC,2.832
CrCoNiTiSi,20,500,1,BCC,2.676
CrCoNiTiSi,20,500,2,BCC,2.868
CrCoNiTiSi,20,500,3,BCC,2.846
CrCoNiTiSi,20,1000,1,BCC,2.73
CrCoNiTiSi,20,1000,2,BCC,2.747
CrCoNiTiSi,20,1000,3,BCC,2.937
CrCoNiTiSi,20,1500,1,BCC,2.753
CrCoNiTiSi,20,1500,2,BCC,2.789
CrCoNiTiSi,20,1500,3,BCC,2.54
CrCoNiTiSi,30,500,1,BCC,2.873
CrCoNiTiSi,30,500,2,BCC,2.671
CrCoNiTiSi,30,500,3,BCC,2.928
CrCoNiTiSi,30,1000,1,BCC,2.976
CrCoNiTiSi,30,1000,2,BCC,2.937
CrCoNiTiSi,30,1000,3,BCC,2.605
CrCoNiTiSi,30,1500,1,BCC,2.842
CrCoNiTiSi,30,1500,2,BCC,2.65
CrCoNiTiSi,30,1500,3,BCC,2.761
CrCoNiMoSi,10,500,1,FCC,2.783
CrCoNiMoSi,10,500,2,FCC,2.689
CrCoNiMoSi,10,500,3,FCC,2.636
CrCoNiMoSi,10,1000,1,FCC,2.688
CrCoNiMoSi,10,1000,2,FCC,2.726
CrCoNiMoSi,10,1000,3,FCC,2.702
CrCoNiMoSi,10,1500,1,FCC,2.709
CrCoNiMoSi,10,1500,2,FCC,2.807
CrCoNiMoSi,10,1500,3,FCC,2.56
CrCoNiMoSi,20,500,1,FCC,2.736
CrCoNiMoSi,20,500,2,FCC,2.87
CrCoNiMoSi,20,500,3,FCC,2.906
CrCoNiMoSi,20,1000,1,FCC,2.846
CrCoNiMoSi,20,1000,2,FCC,2.744
CrCoNiMoSi,20,1000,3,FCC,2.663
CrCoNiMoSi,20,1500,1,FCC,2.901
CrCoNiMoSi,20,1500,2,FCC,2.731
CrCoNiMoSi,20,1500,3,FCC,2.686
CrCoNiMoSi,30,500,1,FCC,2.806
CrCoNiMoSi,30,500,2,FCC,2.915
CrCoNiMoSi,30,500,3,FCC,2.979
CrCoNiMoSi,30,1000,1,FCC,2.598
CrCoNiMoSi,30,1000,2,FCC,2.594
CrCoNiMoSi,30,1000,3,FCC,2.729
CrCoNiMoSi,30,1500,1,FCC,2.521
CrCoNiMoSi,30,1500,2,FCC,2.774
CrCoNiMoSi,30,1500,3,FCC,2.89
CrCoMnTiMo,10,500,1,FCC,2.772
CrCoMnTiMo,10,500,2,FCC,2.749
CrCoMnTiMo,10,500,3,FCC,2.722
CrCoMnTiMo,10,1000,1,FCC,2.766
CrCoMnTiMo,10,1000,2,FCC,2.845
CrCoMnTiMo,10,1000,3,FCC,2.607
CrCoMnTiMo,10,1500,1,FCC,2.792
CrCoMnTiMo,10,1500,2,FCC,2.867
CrCoMnTiMo,10,1500,3,FCC,3
CrCoMnTiMo,20,500,1,FCC,2.963
CrCoMnTiMo,20,500,2,FCC,2.97
CrCoMnTiMo,20,500,3,FCC,2.983
CrCoMnTiMo,20,1000,1,FCC,2.81
CrCoMnTiMo,20,1000,2,FCC,2.735
CrCoMnTiMo,20,1000,3,FCC,2.525
CrCoMnTiMo,20,1500,1,FCC,2.684
CrCoMnTiMo,20,1500,2,FCC,2.75
CrCoMnTiMo,20,1500,3,FCC,2.929
CrCoMnTiMo,30,500,1,FCC,2.621
CrCoMnTiMo,30,500,2,FCC,2.525
CrCoMnTiMo,30,500,3,FCC,2.401
CrCoMnTiMo,30,1000,1,FCC,2.741
CrCoMnTiMo,30,1000,2,FCC,2.978
CrCoMnTiMo,30,1000,3,FCC,2.844
CrCoMnTiMo,30,1500,1,FCC,2.746
CrCoMnTiMo,30,1500,2,FCC,2.963
CrCoMnTiMo,30,1500,3,FCC,2.725
CrCoMnTiSi,10,500,1,BCC_FCC,1.492
CrCoMnTiSi,10,500,2,BCC_FCC,1.213
CrCoMnTiSi,10,500,3,BCC_FCC,2.549
CrCoMnTiSi,10,1000,1,BCC_FCC,1.686
CrCoMnTiSi,10,1000,2,BCC_FCC,1.235
CrCoMnTiSi,10,1000,3,BCC_FCC,2.688
CrCoMnTiSi,10,1500,1,BCC_FCC,1.87
CrCoMnTiSi,10,1500,2,BCC_FCC,1.329
CrCoMnTiSi,10,1500,3,BCC_FCC,1.11
CrCoMnTiSi,20,500,1,BCC_FCC,2.795
CrCoMnTiSi,20,500,2,BCC_FCC,2.852
CrCoMnTiSi,20,500,3,BCC_FCC,2.603
CrCoMnTiSi,20,1000,1,BCC_FCC,1.188
CrCoMnTiSi,20,1000,2,BCC_FCC,2.698
CrCoMnTiSi,20,1000,3,BCC_FCC,2.562
CrCoMnTiSi,20,1500,1,BCC_FCC,1.459
CrCoMnTiSi,20,1500,2,BCC_FCC,1.131
CrCoMnTiSi,20,1500,3,BCC_FCC,2.739
CrCoMnTiSi,30,500,1,BCC_FCC,2.51
CrCoMnTiSi,30,500,2,BCC_FCC,2.825
CrCoMnTiSi,30,500,3,BCC_FCC,2.754
CrCoMnTiSi,30,1000,1,BCC_FCC,2.612
CrCoMnTiSi,30,1000,2,BCC_FCC,2.771
CrCoMnTiSi,30,1000,3,BCC_FCC,2.682
CrCoMnTiSi,30,1500,1,BCC_FCC,1.311
CrCoMnTiSi,30,1500,2,BCC_FCC,1.183
CrCoMnTiSi,30,1500,3,BCC_FCC,1.018
CrCoMnMoSi,10,500,1,FCC,2.756
CrCoMnMoSi,10,500,2,FCC,2.623
CrCoMnMoSi,10,500,3,FCC,2.653
CrCoMnMoSi,10,1000,1,FCC,2.629
CrCoMnMoSi,10,1000,2,FCC,2.636
